570;Normark, S., T. Edlund, T. Grundstrom, S. Bergstrom, and H. Wolf-Watz;1977;. <i>Escherichia</i> <i>coli</i> K-12 mutants hyperproducing chromosomal beta-lactamase by gene repetitions. ;J. Bacteriol. 132:912–922.
571;Norwood, W. I., and J. R. Sadler;1977;. Pseudoreversion of lactose operator-constitutive mutants. ;J. Bacteriol. 130:100–106.
572;Novel, G., and M. Novel;1973;. Mutants d’<i>Escherichia coli</i> K12 affectés pour leur croissance sur méthyl-β-D-glucuronide: localisation du gène de structure de la β-D-glucuronidase (<i>uidA</i>). ;Mol. Gen. Genet. 120:319–335.
573;Novel, M., and G. Novel;1976;. Regulation of β-glucuronidase synthesis in <i>Escherichia coli</i> K-12: constitutive mutants specifically derepressed for <i>uidA</i> expression. ;J. Bacteriol. 127:406–417.
574;Novel, M., and G. Novel;1976;. Regulation of β-glucuronidase synthesis in <i>Escherichia coli</i> K-12: pleiotropic constitutive mutations affecting <i>uxu</i> and <i>uidA</i> expression. ;J. Bacteriol. 127:418–432.
575;Nummer, B. A., S. F. Barefoot, and E. L. Kline;1992;. Effects of the <i>flrA</i> regulatory locus on biosynthesis and excretion of amino acids in <i>Escherichia coli</i> B/r. ;Biochem. Biophys. Res. Commun. 183:343–349.
576;Nurminen, M., K. Lounatmaa, M. Sarvas, P. H. Makela, and T. Nakae;1976;. Bacteriophage- resistant mutants of <i>Salmonella typhimurium</i> deficient in two major outer membrane proteins. ;J. Bacteriol. 127:941–955.
577;Obukowicz, M. G., N. R. Staten, and G. G. Krivi;1992;. Enhanced heterologous gene expression in novel <i>rpoH</i> mutants of <i>Escherichia coli.</i> ;Appl. Environ. Microbiol. 58:1511–1523.
578;Odoevskaya, E. R., and S. P. Sineolsii;1987;. Isolation and genetic study of bacterial mutations <i>gpr</i> blocking the replication of certain lambdoid phages. ;Sov. Genet. 23:432–440.
579;O’Donovan, G. A., G. Edlin, J. A. Fuchs, J. Neuhard, and E. Thomassen;1971;. Deoxycytidine triphosphate deaminase: characterization of an <i>Escherichia coli</i> mutant deficient in the enzyme. ;J. Bacteriol. 105:666–672.
580;Ohnishi, K., and K. Kiritani;1978;. Glycyl-L-leucine-resistance mutation affecting transport of branched-chain amino acids in <i>Salmonella typhimurium.</i> ;Jpn. J. Genet. 53:275–283.
581;Ohta, N., P. R. Galsworthy, and A. B. Pardee;1971;. Genetics of sulfate transport by <i>Salmonella</i> <i>typhimurium.</i> ;J. Bacteriol. 105:1053–1062.
582;Okada, Y., M. Wachi, K. Nagai, and M. Matsuhashi;1992;. Change of the quantity of penicillin-binding proteins and other cytoplasmic and membrane proteins by mutations of the cell shape-determination genes <i>mreB</i> <i>mrec</i> and <i>mreD</i> of <i>Escherichia coli.</i> ;J. Gen. Appl. Microbiol. 38:157–163.
583;Okuyama, A., M. Yoshikawa, and N. Tanaka;1974;. Alteration of ribosomal protein S2 in kasugamycin resistant mutant derived from <i>Escherichia coli</i> AB312. ;Biochem. Biophys. Res. Commun. 60:1163–1169.
584;Oliver, D. B., R. J. Cabelli, K. M. Dolan, and G. P. Jarosik;1990;. Azide resistant mutants of <i>Escherichia coli</i> alter the SecA protein, an azide-sensitive component of the protein export machinery. ;Proc. Natl. Acad. Sci. USA 87:8227–8231.
585;O’Neill, G. P., S. Thorbjanardottir, U. Michelsen, S. Palsson, D. Söll, and G. Eggertsson;1991;. ∆-Aminolevulinic acid dehydratase deficiency can cause ∆-aminolevulinate auxotrophy in <i>Escherichia coli.</i> ;J. Bacteriol. 173:94–100.
586;O’Neill, J. B., and M. Freundlich;1972;. Effects of cyclopentane glycine on metabolism in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 111:510–515.
587;Oppezzo, O. J., B. Avanzati, and D. N. Anton;1991;. Increased susceptibility to beta lactam antibiotics and decreased porin content caused by <i>envB</i> mutations of ;Salmonella typhimurium. Antimicrob. Agents Chemother. 35:1203–1207.
588;Ornellas, E. P., and B. A. D. Stocker;1974;. Relation of lipopolysaccharide character to Pl sensitivity in <i>Salmonella typhimurium.</i> ;Virology 60:491–502.
589;Orr, E., N. F. Fairweather, I. B. Holland, and R. H. Pritchard;1979;. Isolation and characterization of a strain carrying a conditional lethal mutation in the <i>cou</i> gene of <i>Escherichia coli </i>K12. ;Mol. Gen. Genet. 177:103–112.
590;Orr, J. C., D. W. Bryant, D. R. McCalla, and M. A. Quilliam;1985;. Dinitropyrene resistant <i>Salmonella typhimurium</i> are deficient in an acetyl-CoA acetyltransferase. ;Chem. Biol. Interact. 54:281–288.
591;Osborn, M. J., S. M. Rosen, L. Rothfield, and B. L. Horecker;1962;. Biosynthesis of bacterial lipopolysaccharide. I. Enzymatic incorporation of galactose in a mutant strain of <i>Salmonella.</i> ;Proc. Natl. Acad. Sci. USA 48:1831–1838.
592;Osorio, A. V., L. Servin-Gonzalez, M. Rocha, A. A. Covarrubias, and F. Bastarrachea;1984;. <i>cis</i>-dominant, glutamine synthetase constitutive mutations of <i>Escherichia coli</i> independent of activation by the <i>glnG</i> and <i>glnF</i> products. ;Mol. Gen. Genet. 194:114–123.
593;Ostrowski, J., and D. Hulanicka;1981;. Effect of DNA gyrase inhibitors on gene expression of the cysteine region. ;Mol. Gen. Genet. 181:363–366.
594;Oxender, D. L;1972;. Membrane transport. ;Annu. Rev. Biochem. 41:777–814.
595;Oxender, D. L., J. J. Anderson, M. M. Mayo, and S. C. Quay;1977;. Leucine binding protein and regulation of transport in <i>Escherichia coli.</i> ;J. Supramol. Struct. 6:419–432.
596;Paetz, W., and G. Nass;1973;. Biochemical and immunological characterization of threonyl- tRNA synthetase of two borrelidin resistant mutants of <i>Escherichia coli</i> K12. ;Eur. J. Biochem. 35:331–337.
597;Pai, C. H;1974;. Biochemical and genetic characterization of dehydrobiotin resistant mutants of <i>Escherichia coli.</i> ;Mol. Gen. Genet. 134:345–357.
598;Pardee, A. B., E. J. Benz, Jr., D. A. St. Peter, J. N. Krieger, M. Meuth, and H. W. Trieshmann, Jr;1971;. Hyperproduction and purification of nicotinamide deamidase, a microconstitutive enzyme of <i>Escherichia coli.</i> ;J. Biol. Chem. 246:6792–6796.
599;Pardo, D., and R. Rosset;1977;. Properties of ribosomes from erythromycin resistant mutants of <i>Escherichia coli.</i> ;Mol. Gen. Genet. 156:267–271.
600;Park, M. H., B. B. Wong, and J. E. Lusk;1976;. Mutants in three genes affecting transport of magnesium in <i>Escherichia coli:</i> genetics and physiology. ;J. Bacteriol. 126:1096–1103.
601;Parker, C. T., A. W. Kloser, C. A. Schnaitman, M. A. Stein, S. Gottesman, and B. W. Gibson;1992;. Role of the <i>rfaG</i> and <i>rfaP</i> genes in determining the lipopolysaccharide core structure and cell surface properties of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 174:2525–2538.
602;Pauli, G., and P. Overath;1972;. <i>ato</i> operon: a highly inducible system for acetoacetate and butyrate degradation in <i>Escherichia coli.</i> ;Eur. J. Biochem. 29:553–562.
603;Payne, J. W., J. S. Morley, P. Armitage, and G. M. Payne;1984;. Transport and hydrolysis of antibacterial peptide analogues in <i>Escherichia coli:</i> backbone-modified aminoxy peptides. ;J. Gen. Microbiol. 130:2253–2265.
604;Penninckx, M., and D. Gigot;1979;. Synthesis of a peptide form of N-δ-(phosphonoacetyl)-L- ornithine. Its antibacterial effect through the specific inhibition of <i>Escherichia coli</i> L-ornithine carbamoyltransferase. ;J. Biol. Chem. 254:6392–6395.
605;Pierard, A., and N. Glansdorf;1972;. Mutations affecting uridine monophosphate pyrophosphorylase or the <i>argR</i> gene in <i>Escherichia coli.</i> ;Mol. Gen. Genet. 118:235–245.
606;Pierard, A., N. Glansdorf, D. Gigot, M. Crabeel, P. Halleux, and L. Thiry;1976;. Repression of <i>Escherichia coli</i> carbamoylphosphate synthase: relationships with enzyme synthesis in the arginine and pyrimidine pathways. ;J. Bacteriol. 127:291–301.
607;Pinn, P. A., K. J. Towner, and F. W. O’Grady;1983;. Genetic analysis of chromosomal resistance to trimethoprim derived from clinical isolates of <i>Escherichia coli.</i> ;J. Gen. Microbiol. 128:85–92.
608;Plate, C. A., and J. L. Suit;1981;. The <i>eup</i> genetic locus of <i>Escherichia coli</i> and its role in proton solute symport. ;J. Biol. Chem. 256:12974–12980.
609;Platz, A., and B.-M. Sjoberg;1980;. Construction and characterization of hybrid plasmids containing the <i>Escherichia coli nrd</i> region. ;J. Bacteriol. 143:561–568.
610;Pledger, W. J., and H. E. Umbarger;1973;. Isoleucine and valine metabolism in <i>Escherichia coli.</i> XXI. Mutations affecting derepression and valine resistance. ;J. Bacteriol. 114:183–194.
611;Popkin, P. S., and W. K. Maas;1980;. <i>Escherichia coli</i> regulatory mutation affecting lysine transport and lysine decarboxylase. ;J. Bacteriol. 141:485–492.
612;Portalier, R., J. Robert-Baudouy, and F. Stoeber;1980;. Regulation of <i>Escherichia coli</i> K-12 hexuronate system genes: <i>exu</i> regulon. ;J. Bacteriol. 143:1095–1107.
613;Postma, P. W;1977;. Galactose transport in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 129:630–639.
614;Postma, P. W., and J. W. Lengeler;1985;. Phosphoenolpyruvate:carbohydrate phosphotransferase system of bacteria. ;Microbiol. Rev. 49:232–269.
615;Pouyssegur, J. M., and F. R. Stoeber;1972;. Rameau degradatif commun des hexuronates chez <i>Escherichia coli</i> K12. Mécanisme d’induction dex enzymes assurant le métabolisme du 2-céto-3- desoxy-gluconate. ;Eur. J. Biochem. 30:479–494.
616;Prasad, I., B. Young, and S. Schaefler;1973;. Genetic determination of the constitutive biosynthesis of phospho-β-glucosidase A in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 114:909–915.
617;Pritchard, R. H., and S. I. Ahmad;1971;. Fluorouracil and the isolation of mutants lacking uridine phosphorylase in <i>E. coli:</i> location of the gene. ;Mol. Gen. Genet. 111:84–88.
618;Prody, C. A., and J. B. Nellands;1984;. Genetic and biochemical characterization of the <i>Escherichia coli</i> K-12 <i>fhuB</i> mutation. ;J. Bacteriol. 157:874–880.
619;Pueyo, C., and J. Lopez-Barea;1979;. The L-arabinose-resistance test with <i>Salmonella</i> <i>typhimurium</i> strain SV3 selects forward mutations at several <i>ara</i> genes. ;Mutat. Res. 64:249–258.
620;Pugsley, A. P;1985;. <i>Escherichia coli</i> K12 strains for use in the identification and characterization of colicins. ;J. Gen. Microbiol. 131:369–376.
621;Pugsley, A. P., D. R. Lee, and C. A. Schnaitman;1980;. Genes affecting the major outer membrane proteins of <i>Escherichia coli</i> K12: mutations at <i>nmpA</i> and <i>nmpB.</i> ;Mol. Gen. Genet. 677:681–690.
622;Pugsley, A. P., F. Moreno and V. de Lorenzo;1986;. Microcin-E492-insensitive mutants of <i>Escherichia coli.</i> ;J. Gen. Microbiol. 132:3253–3260.
623;Pugsley, A. P., and P. Reeves;1976;. Iron uptake in colicin B-resistant mutants of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 126:1052–1062.
624;Pugsley, A. P., and P. Reeves;1976;. Characterization of group B colicin-resistant mutants of <i>Escherichia coli</i> K-12: colicin resistance and the role of enterochelin. ;J. Bacteriol. 127:218–228.
625;Pugsley, A. P., and C. A. Schnaitman;1978;. Outer membrane proteins of <i>Escherichia coli.</i> VII. Evidence that bacteriophage-directed protein 2 functions as a pore. ;J. Bacteriol. 133:1181–1189.
626;Pugsley, A. P., and C. A. Schnaitman;1978;. Identification of three genes controlling production of new outer membrane pore proteins in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 135:1118–1129.
627;Puyo, M. F., P. Calsou, and B. Salles;1992;. UV resistance of <i>E. coli</i> K12 deficient in cAMP/CRP regulation. ;Mutat. Res. 282:247–252.
628;Rahav-Manor, O., O. Carmel, R. Karpel, D. Taglicht, G. Glaser, S. Schuldiner, and E. Padan;1992;. NhaR, a protein homologous to a family of bacterial regulatory proteins (LysR), regulates <i>nhaA,</i> the sodium proton antiporter gene in <i>Escherichia coli.</i> ;J. Biol. Chem. 267:10433– 10438.
629;Rainwater, S., and P. M. Silverman;1990;. The Cpx proteins of <i>Escherichia coli</i> K-12: evidence that <i>cpxA,</i> <i>ecfB,</i> <i>ssd,</i> and <i>eup</i> mutations all identify the same gene. ;J. Bacteriol. 172:2456–2461.
630;Rakonjac, J., M. Milic, D. Ajdic-Predic, D. Santos, R. Ivanisevic, and D. J. Savic;1992;. A new genetic locus that affects the response of <i>Escherichia coli</i> K12 to novobiocin. ;Mol. Microbiol. 6:1547–1553.
631;Rakonjac, J., M. Milic, and D. J. Savic;1991;. <i>cysB</i> and <i>cysE</i> mutants of <i>Escherichia coli</i> K12 show increased resistance to novobiocin. ;Mol. Gen. Genet. 228:307–311.
632;Ramabhadran, T. V;1976;. Method for the isolation of <i>Escherichia coli</i> relaxed mutants, utilizing near-ultraviolet irradiation. ;J. Bacteriol. 127:1587–1589.
633;Ramakrishnan, T., and E. A. Adelberg;1965;. Regulatory mechanisms in the biosynthesis of isoleucine and valine. II. Identification of two operator genes. ;J. Bacteriol. 89:654–660.
634;Ramakrishnan, V., and S. W. White;1992;. The structure of ribosomal protein S5 reveals sites of interaction with 16s RRNA. ;Nature  358:768–771.
635;Rancourt, D. E., J. T. Stephenson, G. A. Vickell, and J. M. Wood;1984;. Proline excretion by <i>Escherichia coli</i> K12. ;Biotechnol. Bioeng. 26:74–80.
636;Raney, M. E., and R. W. Elliott;1978;. The biochemical and genetic basis for high frequency thiomethylgalactoside resistance in lambda-lambda-dg lysogens of <i>Escherichia coli.</i> ;J. Gen. Microbiol. 104:287–298.
637;Ray, J. M., C. Yanofsky, and R. Bauerle;1988;. Mutational analysis of the catalytic and feedback sites of the tryptophan-sensitive 3-deoxy-D-<i>arabino</i>-heptulosonate-7-phosphate synthase of <i>Escherichia coli.</i> ;J. Bacteriol. 170:5500–5506.
638;Reeve, E. C. R;1968;. Genetic analysis of some mutations causing resistance to tetracycline in <i>Escherichia coli</i> K12. ;Genet. Res. 11:303–309.
639;Reiner, A. M;1977;. Xylitol and D-arabitol toxicities due to derepressed fructose, galactitol, and sorbitol phosphotransferases of <i>Escherichia coli.</i> ;J. Bacteriol. 132:166–173.
640;Reynolds, A. E., J. Felton, and A. Wright;1981;. Insertion of DNA activates the cryptic <i>bgl</i> operon in <i>E. coli</i> K-12. ;Nature  293:625–629.
641;Rick, P. D., and M. J. Osborn;1972;. Isolation of a mutant of <i>Salmonella typhimurium</i> dependent on D-arabinose-5-P for growth and synthesis of 3-deoxy-D-mannooctulosonate (ketodeoxyoctonate). ;Proc. Natl. Acad. Sci. USA 69:3756–3760.
642;Ried, G., I. Hindennach, and U. Henning;1990;. Role of lipopolysaccharide in assembly of <i>Escherichia coli</i> outer membrane proteins OmpA, OmpC, and OmpF. ;J. Bacteriol. 172:6048–6053.
643;Riley, M;1993;. Functions of the gene products of <i>Escherichia coli.</i> ;Microbiol. Rev. 57:862–952.
644;Roa, M;1979;. Interaction of bacteriophage K10 with its receptor, the <i>lamB</i> protein of <i>Escherichia</i> <i>coli.</i> ;J. Bacteriol. 140:680–686.
645;Robbins, A. R;1975;. Regulation of the <i>Escherichia coli</i> methylgalactoside transport system by gene <i>mglD.</i> ;J. Bacteriol. 123:69–74.
646;Robbins, J. C., and D. L Oxender;1973;. Transport systems for alanine, serine, and glycine in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 116:12–18.
647;Roberton, A. M., P. A. Sullivan, M. C. Jones-Mortimer, and H. L. Kornberg;1980;. Two genes affecting glucarate utilization in <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 117:377–382.
648;Roberts, L. M., and E. C. R. Reeve;1970;. Two mutations giving low-level streptomycin resistance in <i>Escherichia coli</i> K12. ;Genet. Res. 16:359–365.
649;Robinson, C. L., and J. H. Jackson;1982;. New acetohydroxy acid synthetase activity from mutational activation of a cryptic gene in <i>Escherichia coli</i> K-12. ;Mol. Gen. Genet. 186:240–246.
650;Rodriguez, S. B., and J. L. Ingraham;1983;. Location on the <i>Salmonella typhimurium</i> chromosome of the gene encoding nucleoside diphosphokinase <i>(ndk).</i> ;J. Bacteriol. 153:1101–1103.
651;Roeder, N., and R. L Somerville;1979;. Cloning the <i>trpR</i> gene. ;Mol. Gen. Genet. 176:361–368.
652;Roehl, R. A., and R. T. Vinopal;1980;. Genetic locus, distant from <i>ptsM,</i> affecting enzyme IIA/IIB function in <i>Escherichia</i> coli K-12. ;J. Bacteriol. 142:120–130.
653;Rolfe, B., and K. Onodera;1971;. Demonstration of missing membrane proteins in a colicin- tolerant mutant of <i>Escherichia.</i> ;Biochem. Biophys. Res. Commun. 44:767–773.
654;Rood, J. I., A. J. Laird, and J. W. Williams;1980;. Cloning of the <i>Escherichia coli</i> K12 dihydrofolate reductase EC-1.5.1.3 gene following phage Mu mediated transposition. ;Gene 8:255– 266.
655;Rosen, B. P;1973;. Basic amino acid transport in <i>Escherichia coli:</i> properties of canavanine- resistant mutants. ;J. Bacteriol. 116:627–635.
656;Rosen, S. M., L. D. Zeleznick, D. Fraenkel, I. M. Wiener, M. J. Osborn, and B. L. Horecker;1965;. Characterization of the cell wall lipopolysaccharide of a mutant of <i>Salmonella typhimurium </i>lacking phosphomannose isomerase. ;Biochem. Z. 342:375–386.
657;Roth, J. R., and B. N. Ames;1966;. Histidine regulatory mutants in <i>Salmonella typhimurium.</i> II. Histidine regulatory mutants having altered histidyl-tRNA synthetase. ;J. Mol. Biol. 22:325–334.
658;Roth, J. R., D. N. Anton, and P. E. Hartman;1966;. Histidine regulatory mutants in <i>Salmonella</i> <i>typhimurium.</i> I. Isolation and general properties. ;J. Mol. Biol. 22:305–323.
659;Rowbury, R. J., M. Goodson, and A. D. Wallace;1992;. The <i>phoE</i> porin and transmission of the chemical stimulus for induction of acid resistance acid habituation in <i>Escherichia coli.</i> ;J. Appl. Bacteriol. 72:233–243.
660;Rudd, K. E., and R. Menzel;1987;. <i>his</i> operons of <i>Escherichia coli</i> and <i>Salmonella typhimurium</i> are regulated by DNA supercoiling. ;Proc. Natl. Acad. Sci. USA 84:517–521.
661;Rudd, K. E., W. Miller, C. Werner, J. Ostell, C. Tolstoshev, and S. G. Satterfield;1991;. Mapping sequenced <i>E. coli</i> genes by computer: software, strategies and examples. ;Nucleic Acids Res. 19:637–647.
662;Russell, R. R. B., and A. J. Pittard;1971;. Mutants of <i>Escherichia</i> coli unable to make protein at 42°C. ;J. Bacteriol. 108:790–798.
663;Ryals, J., R.-Y. Hsu, M. N. Lipsett, and H. Bremer;1982;. Isolation of single-site <i>Escherichia</i> <i>coli</i> mutants deficient in thiamine and 4-thiouridine syntheses: identification of a <i>nuvC</i> mutant. ;J. Bacteriol. 151:899–904.
664;Saedler, H., A. Gullon, L. Fiethen, and P. Starlinger;1968;. Negative control of the galactose operon in <i>E. coli.</i> ;Mol. Gen. Genet. 102:79–88.
665;Saier, M. H., Jr., H. Straud, L. S. Massman, J. J. Judice, M. J. Newman, and B. U. Feucht;1978;. Permease-specific mutations in <i>Salmonella typhimurium</i> and <i>Escherichia coli</i> that release the glycerol, maltose, melibiose, and lactose transport systems from regulation by the phosphoenolpyruvate:sugar phosphotransferase system. ;J. Bacteriol. 133:1358–1367.
666;Saito, H., and C. C. Richardson;1981;. Genetic analysis of gene 1.2 of bacteriophage T7: isolation of a mutant of <i>Escherichia coli</i> unable to support the growth of T7 gene 1.2 mutants. ;Virology 37:343–351.
667;Saito, H., and H. Uchida;1977;. Initiation of the DNA replication of bacteriophage lambda in <i>Escherichia coli</i> K12. ;J. Mol. Biol. 113:1–25.
668;Sakka, K., T. Watanabe, R. Beers, and H. C. Wu;1987;. Isolation and characterization of a new globomycin-resistant <i>dnaE</i> mutant of <i>Escherichia coli.</i> ;J. Bacteriol. 169:3400–3408.
669;Salanitro, J. P., and W. S. Wegener;1971;. Growth of <i>Escherichia</i> coli on short-chain fatty acids: nature of the uptake system. ;J. Bacteriol. 18:893–900.
670;Samsonov, V. V., E. R. Odoevskaia, and S. P. Sineokii;1992;. Cloning and complementation analysis of the <i>Escherichia coli</i> <i>gpr</i> locus, influencing DNA replication of certain lambdoid phages. ;Genetika 28:39–45.
671;Sanchez-Anzaldo, F. J., and F. Bastarrachea;1974;. Genetic characterization of streptomycin- resistant and dependent mutants of <i>Escherichia coli</i> K-12. ;Mol. Gen. Genet. 130:47–64.
672;Sanchez-Anzaldo, F. J., R. Gomez, and F. Bastarrachea;1979;. Paromoycin resistant mutants of <i>Escherichia coli</i> K12. I. Cross-resistance to streptomycin and synergism of the mixture of both antibiotics. ;Rev. Latinoam. Microbiol. 21:121–128.
673;Sanderson, K. E., and J. R. Roth;1983;. Linkage map of <i>Salmonella typhimurium,</i> edition VI. ;Microbiol. Rev. 47:410–453.
674;Sanderson, K. E., and J. R. Roth;1988;. Linkage map of <i>Salmonella typhimurium,</i> edition VII. ;Microbiol. Rev. 52:485–532.
675;Sanderson, K. E., and B. A. D. Stocker;1981;. Gene <i>rfaH,</i> which affects lipopolysaccharide core structure in <i>Salmonella typhimurium,</i> is required also for expression of F-factor functions. ;J. Bacteriol. 146:535–541.
676;Sanderson, K. E., J. Van Wyngaarten, O. Luderitz, and B. A. D. Stocker;1974;. Rough mutants of <i>Salmonella typhimurium</i> with defects in the heptose region of the lipopolysaccharide core. ;Can. J. Microbiol. 20:1127–1134.
677;Santangelo, J. D., D. T. Jones, and D. R. Woods;1991;. Metronidazole activation and isolation of <i>Clostridium</i> <i>acetobutylicum</i> electron transport genes. ;J. Bacteriol. 173:1088–1095.
678;Sarrhy, A., S. Michaels, and J. Beckwith;1981;. Deletion map of the <i>Escherichia coli</i> structural gene for alkaline phosphatase, <i>phoA.</i> ;J. Bacteriol. 145:288–292.
679;Sasarman, A., P. Chartrand, M. Lavoie, D. Tardif, R. Proschek, and C. Lapointe;1979;. Mapping of a new <i>hem</i> gene in <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 113:297–303.
680;Sasarman, A., P. Chartrand, R. Proschek, M. Desrochers, D. Tardif, and C. Lapointe;1975;. Uroporphyrin-accumulating mutant of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 124:1205–1212.
681;Sasarman, A., and M. Desrochers;1976;. Uroporphyrinogen III cosynthase-deficient mutant of <i>Salmonella typhimurium</i> LT2. ;J. Bacteriol. 128:717–721.
682;Sasarman, A., M. Desrochers, S. Sonea, K. E. Sanderson, and M. Surdeanu;1976;. Porphobilogen-accumulating mutants of <i>Salmonella typhimurium</i> LT2. ;J. Gen. Microbiol. 94:359– 366.
683;Sasarman, A., K. E. Sanderson, M. Surdeanu, and S. Sonea;1970;. Hemin-deficient mutants of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 102:531–536.
684;Sastry, S. S., and R. Jayaraman;1984;. Nitrofurantoin-resistant mutants of <i>Escherichia coli:</i> isolation and mapping. ;Mol. Gen. Genet. 196:379–380.
685;Satre, M., C. Klein, and P. V. Vignais;1978;. Isolation of <i>Escherichia coli</i> mutants with an adenosine triphosphatase insensitive to aurovertin. ;J. Bacteriol. 134:17–23.
686;Schaefler, S;1967;. Inducible system for the utilization of β-glucosides in <i>Escherichia coli.</i> I. Active transport and utilization of β-glucosides. ;J. Bacteriol. 93:254–263.
687;Schellenberg, G. D., and C. E. Furlong;1977;. Resolution of the multiplicity of the glutamate and aspartate transport systems of <i>Escherichia coli.</i> ;J. Biol. Chem. 252:9055–9064.
688;Schleif, R;1969;. Isolation and characterization of a streptolydigin resistant RNA polymerase. ;Nature  223:1068–1069.
689;Schwartz, J. H., W. K. Mass, and E. J. Simon;1959;. An impaired concentrating mechanism for amino acids in mutants of <i>Escherichia coli</i> resistant to L-canavanine and D-serine. ;Biochim. Biophys. Acta 32:582–583.
690;Schwarz, T. F. R., S. M. Yeats, and P. Connolly;1981;. Altered transcriptional termination in a rifampicin-resistant mutant of <i>Escherichia coli</i> which inhibits the growth of bacteriophage T7. ;Mol. Gen. Genet. 183:181–186.
691;Schweizer, H., M. Argast, and W. Boos;1982;. Characteristics of a binding protein-dependent transport system for <i>sn</i>-glycerol 3-phosphate in <i>Escherichia coli</i> that is part of the <i>pho</i> regulon. ;J. Bacteriol. 150:1154–1163.
692;Schweizer, H., T. Grussenmeyer, and W. Boos;1982;. Mapping of two <i>ugp</i> genes coding for the <i>pho</i> regulon-dependent sn-glycerol 3-phosphate transport system of <i>Escherichia coli.</i> ;J. Bacteriol. 150:1164–1171.
693;Sedgwick, B., and P. Robins;1980;. Isolation of mutants of <i>Escherichia coli</i> with increased resistance to alkylating agents: mutants deficient in thiols and mutants constitutive for the adaptive response. ;Mol. Gen. Genet. 180:85–90.
694;Servin-Gonzalez, L., M. Ortiz, A. Gonzalez, and F. Bastarrachea;1987;. <i>glnA</i> mutations conferring resistance to methylammonium in <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 133:1631– 1639.
695;Shakulov, R. S., V. A. Livshits, G. G. Zaigraeva, L. F. Lideman, and T. T. D. Mukhamed;1978;. Partial suppression of the action of the gene <i>relA</i> in cells of <i>fus</i>r mutants of <i>Escherichia coli </i>K12. ;Sov. Genet. 14:632–640.
696;Shaw, L, F. Grau, H. R. Kaback, J. S. Hong, and C. Walsh;1975;. Vinylglycolate resistance in <i>Escherichia coli.</i> ;J. Bacteriol. 121:1047–1055.
697;Sheldon, R., and S. Brenner;1976;. Regulatory mutants of dihydrofolate reductase in <i>Escherichia</i> <i>coli</i> K12. ;Mol. Gen. Genet. 147:91–97.
698;Sheppard, D. E;1964;. Mutants of <i>Salmonella typhimurium</i> resistant to feedback inhibition by L- histidine. ;Genetics 50:611–623.
699;Shifrin, S., B. N. Ames, and G. F.-L. Ames;1966;. Effect of the α-hydrazino analogue of histidine on histidine transport and arginine biosynthesis. ;J. Biol. Chem. 241:3424–3429.
700;Shimmin, L. C., D. Vanderwel, R. E. Harkness, B. R. Currie, C. A. Galloway, and E. E. Ishiguro;1984;. Temperature-sensitive beta-lactam-tolerant mutants of <i>Escherichia coli.</i> ;J. Gen.Microbiol. 122:351–354.
701;Shive, W., and J. Macow;1946;. Biochemical transformations as determined by competitive analogue-metabolite growth inhibitions. I. Some transformations involving aspartic acid. ;J. Biol. Chem. 162:451–462.
702;Siden, I., and H. G. Boman;1983;. <i>Escherichia coli</i> mutants with an altered sensitivity to cecropin D. ;J. Bacteriol. 154:170–176.
703;Siegel, E. C., and V. Bryson;1967;. Mutator gene of <i>Escherichia coli</i> B. ;J. Bacteriol. 94:38–47.
704;Sigmund, C. D., M. Ettayebi, and E. A. Morgan;1984;. Antibiotic resistance mutations in 16s and 23s ribosomal RNA genes of <i>Escherichia coli.</i> ;Nucleic Acids Res. 12:4653–4663.
705;Signer, C. E., G. R. Smith, R. Cortese, and B. N. Ames;1972;. Mutant tRNAhis ineffective in repression and lacking two pseudouridine modifications. <i>Nature</i>  ;New Biol. 238:72–74.
706;Silbert, D. F., G. R. Fink, and B. N. Ames;1966;. Histidine regulatory mutants in <i>Salmonella</i> <i>typhimurium.</i> III. A class of regulatory mutants deficient in tRNA for histidine. ;J. Mol. Biol. 22:335– 347.
707;Silhavy, T. J., I. Hartig-Beecken, and W. Boos;1976;. Periplasmic protein related to the <i>sn</i>- glycerol 3-phosphate transport system of <i>Escherichia coli.</i> ;J. Bacteriol. 126:951–958.
708;Silver, S., P. Johnseine, E. Whitney, and D. Clark;1972;. Manganese-resistant mutants of <i>Escherichia coli:</i> physiological and genetic studies. ;J. Bacteriol. 110:186–195.
709;Silverman, M., and M. Simon;1973;. Genetic analysis of flagellar mutants in <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 113:105–113.
710;Silverman, M., and M. I. Simon;1977;. Bacterial flagella. ;Annu. Rev. Microbiol. 31:397–419.
